formatted_date,open,high,low,close,adjclose,volume
2010-04-19,17.38496971130371,17.517017364501953,17.0434627532959,17.262025833129883,10.697547912597656,10500891
2010-04-20,17.28023910522461,17.41684341430664,17.139083862304688,17.41684341430664,10.793481826782227,7822027
2010-04-22,17.20738410949707,17.348541259765625,16.943286895751953,17.25747299194336,10.694724082946777,12468202
2010-04-23,17.21649169921875,17.303007125854492,17.02524757385254,17.28023910522461,10.708829879760742,8181756
2010-04-26,17.28023910522461,17.316667556762695,17.03435516357422,17.05712127685547,10.570558547973633,7633597
2010-04-27,16.925073623657227,17.016141891479492,16.487943649291992,16.487943649291992,10.217833518981934,10818893
2010-04-28,16.66552734375,16.906858444213867,16.510711669921875,16.906858444213867,10.477442741394043,9947022
2010-04-29,16.988821029663086,17.271133422851562,16.806684494018555,17.211938858032227,10.666505813598633,11345969
2010-04-30,17.125423431396484,17.412288665771484,16.80213165283203,17.166404724121094,10.638290405273438,14496346
2010-05-03,17.075336456298828,17.35309410095215,17.048015594482422,17.211938858032227,10.669907569885254,9470896
2010-05-04,17.098102569580078,17.11176300048828,16.61088752746582,16.756595611572266,10.387622833251953,14525555
2010-05-05,16.59267234802246,16.98426628112793,16.396875381469727,16.701955795288086,10.353754043579102,12884153
2010-05-06,16.565353393554688,16.938732147216797,15.832250595092773,16.501604080200195,10.229557991027832,16884440
2010-05-07,16.50615882873535,16.59267234802246,15.855018615722656,16.456069946289062,10.201324462890625,17678568
2010-05-10,17.262025833129883,17.262025833129883,16.925073623657227,17.16185188293457,10.638853073120117,9366140
2010-05-11,16.843111038208008,17.20738410949707,16.843111038208008,16.925073623657227,10.492058753967285,7696846
2010-05-12,16.988821029663086,17.075336456298828,16.74748992919922,16.893199920654297,10.472308158874512,10698544
2010-05-13,16.847665786743164,16.947839736938477,16.606332778930664,16.64276123046875,10.317061424255371,5818699
2010-05-14,16.44240951538086,16.524372100830078,16.191972732543945,16.36955451965332,10.14769458770752,8678745
2010-05-17,16.392322540283203,16.615440368652344,15.996174812316895,16.34678840637207,10.133583068847656,10599498
2010-05-18,16.49249839782715,16.688295364379883,15.845911979675293,15.932427406311035,9.87671184539795,12774126
2010-05-19,14.98076057434082,15.299501419067383,14.844159126281738,15.117363929748535,9.371439933776855,33676203
2010-05-20,14.844159126281738,15.294946670532227,14.716663360595703,15.103704452514648,9.362977981567383,17959236
2010-05-21,15.02629566192627,15.600027084350586,14.848711967468262,15.25396728515625,9.456127166748047,15284984
2010-05-24,15.2084321975708,15.340481758117676,14.930673599243164,14.9898681640625,9.292413711547852,13175582
2010-05-25,14.366048812866211,14.816838264465332,14.129270553588867,14.621041297912598,9.063767433166504,51334567
2010-05-26,14.798624038696289,15.194771766662598,14.570953369140625,15.112811088562012,9.368630409240723,46449011
2010-05-27,15.31771469116211,15.499852180480957,15.162898063659668,15.386015892028809,9.53798770904541,22458269
2010-05-28,15.386015892028809,15.386015892028809,15.386015892028809,15.386015892028809,9.53798770904541,0
2010-05-31,15.5635986328125,15.800376892089844,15.340481758117676,15.800376892089844,9.794851303100586,12166012
2010-06-01,15.508957862854004,15.841358184814453,15.258520126342773,15.481637954711914,9.6005859375,12725151
2010-06-02,15.50440502166748,16.014387130737305,15.481637954711914,15.918766021728516,9.871660232543945,9907930
2010-06-04,15.754842758178711,15.754842758178711,15.436103820800781,15.595473289489746,9.671177864074707,9294326
2010-06-07,15.618241310119629,15.686541557312012,15.094596862792969,15.121916770935059,9.3775053024292,9304867
2010-06-08,15.24485969543457,15.518065452575684,15.03084945678711,15.395122528076172,9.5469331741333,7724298
2010-06-09,15.522619247436523,15.595473289489746,15.21298599243164,15.25396728515625,9.45939826965332,7024385
2010-06-10,15.367801666259766,15.786717414855957,15.28128719329834,15.663775444030762,9.71353530883789,7118380
2010-06-11,15.490744590759277,15.959747314453125,15.422443389892578,15.89599895477295,9.857542037963867,7290339
2010-06-14,16.02804946899414,16.091796875,15.641008377075195,15.641008377075195,9.699419021606445,6823657
2010-06-15,15.732075691223145,16.073583602905273,15.686541557312012,16.023494720458984,9.936607360839844,6368615
