formatted_date,open,high,low,close,adjclose,volume
2010-04-19,6.308557987213135,6.397706031799316,6.2298970222473145,6.33477783203125,3.5173001289367676,11771499
2010-04-20,6.350510120391846,6.392461776733398,6.298069953918457,6.387217998504639,3.546415090560913,8552405
2010-04-22,6.292826175689697,6.3557538986206055,6.214165210723877,6.33477783203125,3.5173001289367676,17842221
2010-04-23,6.3138017654418945,6.360998153686523,6.250874042510986,6.345265865325928,3.5231211185455322,11345681
2010-04-26,6.366241931915283,6.376729965209961,6.2298970222473145,6.2298970222473145,3.459064483642578,6524572
2010-04-27,6.214165210723877,6.240385055541992,6.035869121551514,6.035869121551514,3.351334810256958,11698654
2010-04-28,6.083065032958984,6.2246527671813965,6.041112899780273,6.214165210723877,3.4503281116485596,11748616
2010-04-29,6.2298970222473145,6.340022087097168,6.166968822479248,6.324289798736572,3.5114731788635254,17375213
2010-04-30,6.271850109100342,6.392461776733398,6.266605854034424,6.287581920623779,3.4910924434661865,19733136
2010-05-03,6.2906928062438965,6.353704929351807,6.070150852203369,6.30119514465332,3.4986515045166016,4768
2010-05-04,6.264438152313232,6.280190944671631,6.054398059844971,6.122661113739014,3.3995227813720703,15118273
2010-05-05,6.064899921417236,6.1751708984375,5.986135005950928,6.0596489906311035,3.3645365238189697,19846138
2010-05-06,6.085904121398926,6.169919967651367,5.755092144012451,5.996636867523193,3.329551935195923,21287959
2010-05-07,6.01239013671875,6.091155052185059,5.807600975036621,6.022891998291016,3.3441274166107178,17281672
2010-05-10,6.285441875457764,6.2906928062438965,6.206676959991455,6.2276811599731445,3.4578347206115723,12317852
2010-05-11,6.159418106079102,6.2906928062438965,6.159418106079102,6.206676959991455,3.4461710453033447,18637986
2010-05-12,6.264438152313232,6.264438152313232,6.1279120445251465,6.222430229187012,3.4549190998077393,21608470
2010-05-13,6.211927890777588,6.222430229187012,6.091155052185059,6.091155052185059,3.3820297718048096,7802519
2010-05-14,6.070150852203369,6.075401782989502,5.965130805969238,6.007139205932617,3.3353817462921143,8415164
2010-05-17,6.007139205932617,6.143664836883545,5.912621021270752,6.075401782989502,3.373281717300415,15016578
2010-05-18,6.117410182952881,6.154167175292969,5.854859828948975,5.8916168212890625,3.271238088607788,14093325
2010-05-19,5.765594005584717,5.77084493637085,5.5450520515441895,5.6448211669921875,3.1342086791992188,23456310
2010-05-20,5.497793197631836,5.7393388748168945,5.487290859222412,5.566055774688721,3.090475559234619,18699879
2010-05-21,5.566055774688721,5.818102836608887,5.5450520515441895,5.734087944030762,3.1837732791900635,20462783
2010-05-24,5.7130842208862305,5.781346797943115,5.639570236206055,5.671075820922852,3.1487858295440674,9923449
2010-05-25,5.487290859222412,5.560804843902588,5.366518020629883,5.529298782348633,3.0700676441192627,21421458
2010-05-26,5.5765581130981445,5.776095867156982,5.4767889976501465,5.776095867156982,3.2070977687835693,36113146
2010-05-27,5.818102836608887,5.818102836608887,5.697330951690674,5.728837013244629,3.180856943130493,20711497
2010-05-28,5.723586082458496,5.744589805603027,5.5765581130981445,5.665824890136719,3.1458702087402344,12784240
2010-05-31,5.671075820922852,5.854859828948975,5.660573959350586,5.854859828948975,3.2508304119110107,10475154
2010-06-01,5.749841213226318,5.849608898162842,5.655323028564453,5.77084493637085,3.20820951461792,13493439
2010-06-02,5.744589805603027,5.917871952056885,5.728837013244629,5.860111236572266,3.2578349113464355,8602748
2010-06-04,5.781346797943115,5.802350997924805,5.681578159332275,5.734087944030762,3.187775135040283,8712822
2010-06-07,5.734087944030762,5.77084493637085,5.592310905456543,5.592310905456543,3.1089577674865723,8860413
2010-06-08,5.613315105438232,5.854859828948975,5.58705997467041,5.786598205566406,3.2169675827026367,16242822
2010-06-09,5.8286051750183105,5.8916168212890625,5.718335151672363,5.728837013244629,3.184856653213501,8316897
2010-06-10,5.734087944030762,5.917871952056885,5.734087944030762,5.865362167358398,3.2607555389404297,8512860
2010-06-11,5.844357967376709,6.01239013671875,5.802350997924805,6.01239013671875,3.3424930572509766,7878885
2010-06-14,6.038644790649414,6.070150852203369,5.907370090484619,5.907370090484619,3.2841084003448486,5837177
2010-06-15,5.923122882843018,6.064899921417236,5.923122882843018,6.022891998291016,3.348332405090332,6148166
2010-06-16,5.965130805969238,6.164669036865234,5.944127082824707,6.143664836883545,3.415473222732544,18734539
2010-06-17,6.143664836883545,6.164669036865234,6.001887798309326,6.064899921417236,3.371687173843384,9496292
2010-06-18,6.117410182952881,6.133162975311279,6.001887798309326,6.038644790649414,3.357088327407837,3384
2010-06-21,6.169919967651367,6.190924167633057,6.091155052185059,6.1279120445251465,3.406715154647827,5766905
2010-06-22,6.11215877532959,6.253935813903809,6.075401782989502,6.1279120445251465,3.406715154647827,10455920
2010-06-23,6.117410182952881,6.1751708984375,6.028142929077148,6.164669036865234,3.427151679992676,10930496
2010-06-24,6.117410182952881,6.164669036865234,5.965130805969238,5.996636867523193,3.333735704421997,10562376
2010-06-25,6.007139205932617,6.11215877532959,5.944127082824707,6.091155052185059,3.3862814903259277,5090652
2010-06-28,6.101656913757324,6.1279120445251465,6.033393859863281,6.054398059844971,3.3658461570739746,4299184
2010-06-29,5.94937801361084,5.980884075164795,5.765594005584717,5.776095867156982,3.211129665374756,11805568
2010-06-30,5.781346797943115,5.875864028930664,5.623816967010498,5.623816967010498,3.126471996307373,14086469
2010-07-01,5.692080020904541,5.923122882843018,5.6448211669921875,5.923122882843018,3.292865037918091,18308715
2010-07-02,5.92837381362915,5.980884075164795,5.844357967376709,5.923122882843018,3.292865037918091,7233674
2010-07-05,5.954628944396973,5.965130805969238,5.797100067138672,5.797100067138672,3.2228057384490967,6015048
2010-07-06,5.907370090484619,5.965130805969238,5.870613098144531,5.965130805969238,3.316220998764038,7308898
2010-07-07,5.970382213592529,6.285441875457764,5.94937801361084,6.285441875457764,3.4942924976348877,11917928
2010-07-08,6.30119514465332,6.416717052459717,6.264438152313232,6.3589558601379395,3.535160779953003,13548666
2010-07-12,6.385210990905762,6.511235237121582,6.306446075439453,6.332701206207275,3.5205652713775635,10972965
2010-07-13,6.379960060119629,6.416717052459717,6.348453998565674,6.406215190887451,3.5614356994628906,8385265
2010-07-14,6.385210990905762,6.437720775604248,6.343203067779541,6.395712852478027,3.5555946826934814,8719868
2010-07-15,6.395712852478027,6.411466121673584,6.264438152313232,6.379960060119629,3.546837329864502,6767477
2010-07-16,6.348453998565674,6.395712852478027,6.1751708984375,6.190924167633057,3.441746950149536,9274239
2010-07-19,6.222430229187012,6.353704929351807,6.217178821563721,6.353704929351807,3.532241106033325,5586939
2010-07-20,6.2906928062438965,6.4587249755859375,6.274940013885498,6.385210990905762,3.549757957458496,10039618
2010-07-21,6.442972183227539,6.474477767944336,6.343203067779541,6.432469844818115,3.5760304927825928,10561233
2010-07-22,6.511235237121582,6.621506214141846,6.490231037139893,6.584749221801758,3.660686731338501,14877176
2010-07-23,6.616254806518555,6.668765068054199,6.495481967926025,6.668765068054199,3.707395315170288,13283383
2010-07-26,6.668765068054199,6.6950201988220215,6.584749221801758,6.6897687911987305,3.7190709114074707,10446207
2010-07-27,6.7212748527526855,6.747529983520508,6.605752944946289,6.6267571449279785,3.6840410232543945,12108939
2010-07-28,6.616254806518555,6.805291175842285,6.574246883392334,6.747529983520508,3.751181125640869,17389842
2010-07-29,6.805291175842285,6.815793037414551,6.684517860412598,6.815793037414551,3.789130926132202,8377076
2010-07-30,6.763282775878906,6.878805160522461,6.700271129608154,6.868302822113037,3.818324565887451,14574376
2010-08-02,6.920813083648682,6.920813083648682,6.847299098968506,6.894557952880859,3.8329217433929443,8571325
2010-08-03,6.852550029754639,6.873554229736328,6.616254806518555,6.621506214141846,3.681123733520508,15189688
2010-08-04,6.668765068054199,6.705522060394287,6.495481967926025,6.590000152587891,3.6636064052581787,12162263
2010-08-05,6.590000152587891,6.653011798858643,6.568995952606201,6.605752944946289,3.672363519668579,4811848
2010-08-06,6.579497814178467,6.674015998840332,6.542740821838379,6.64776086807251,3.6957180500030518,6209297
2010-08-09,6.674015998840332,6.7212748527526855,6.600502014160156,6.658263206481934,3.7015562057495117,6975818
2010-08-10,6.595251083374023,6.64776086807251,6.553243160247803,6.632008075714111,3.6869609355926514,5967629
2010-08-11,6.516486167907715,6.54799222946167,6.374709129333496,6.432469844818115,3.593346118927002,11992771
2010-08-12,6.416717052459717,6.48498010635376,6.3589558601379395,6.46397590637207,3.6109459400177,5347746
2010-08-13,6.453474044799805,6.5584940910339355,6.432469844818115,6.479729175567627,3.619746208190918,8891836
2010-08-16,6.500732898712158,6.574246883392334,6.442972183227539,6.574246883392334,3.6725471019744873,5968200
2010-08-17,6.574246883392334,6.632008075714111,6.563745021820068,6.605752944946289,3.69014573097229,7661212
2010-08-18,6.600502014160156,6.611003875732422,6.537489891052246,6.537489891052246,3.6520133018493652,9333657
2010-08-19,6.537489891052246,6.605752944946289,6.437720775604248,6.469226837158203,3.613877773284912,7577228
2010-08-20,6.453474044799805,6.4587249755859375,6.395712852478027,6.4587249755859375,3.6080117225646973,4286043
